006_mustard_bottle,002_master_chef_can,004_sugar_box,Barrell,block,003_cracker_box,010_potted_meat_can,021_bleach_cleanser,025_mug,Bridge
8.932285074999372,3.910617547967744,3.6030542717420064,26.92170703341981,3.5368805538430346,89.54107200434342,5.937796019884075,4.997918460441814,12.707119656709526,7.314361428370018
9.710263888269894,4.932959294907474,5.81731064823964,17.782237115915066,4.449999060888138,88.92512353786734,19.15140900430692,5.130593268875892,8.774254778760131,0.8347297464052447
10.569910720342804,2.120431691629027,7.269287768286422,13.026898617861907,3.447095331024888,89.26192127534887,73.96592651378097,5.154160433917103,16.215114765555608,3.3983701708346024
11.67537154758722,7.289109290864405,7.511632242596088,8.571099712754643,5.138163578197468,89.36890745329056,17.826162857843595,5.607416315296919,5.693706583894159,4.854638238458809
15.502098620953042,3.0793603015129487,4.212293770115439,20.327944522702232,4.182039119980397,89.52162469440128,5.795946074547487,1.8039402825855504,8.127663197290484,3.3855853294316858
9.761506948932503,3.037430074976855,6.16319035501415,13.723146722727584,2.9008063259123498,89.53538008273918,17.653485937341863,4.33190012833913,6.470999277893082,7.591157941312205
5.530667908008925,1.5206573572195026,1.7434282804356125,18.595366528997765,4.930378557521375,89.24654714025165,5.272885589849488,5.532492375931363,0.9063258781759878,6.7345774405675805
9.102470070516844,5.598117845210073,2.1697102031192093,23.172888496607186,5.472677635653385,89.40178718379217,18.653706307350603,5.878821674935932,2.9721991234672185,2.0518253195008533
10.463015401777922,3.8319251534729397,9.271643494369236,16.108603831887656,4.3119465239824235,89.15251418619695,9.612095025902619,7.604489529062178,6.558720968095459,2.2396949464377203
11.439631452208513,6.4254489913027015,4.914525805090221,12.502694521817313,3.1577003160068045,90.07506408536942,9.416994482407688,3.7336278975941117,4.803775305351411,2.4460613070960924
10.46389300214961,4.0134511192765565,4.036308813021523,7.681342393106848,1.5241753008554235,89.47639538718634,4.066876453199093,4.503860537889484,6.947472481711242,24.80212216730441
12.855626066721308,3.1611100069755094,1.5315663260771477,12.056500265165296,6.152912176412992,94.45139706323215,2.5263809749577475,6.502826751446023,5.584314888157199,20.455328871321832
11.138511173510013,3.5283350645239486,3.8220021775865,13.290667201698902,7.6732400392359015,89.42709605201547,18.508818450467373,5.614066539570413,13.451675295241602,3.746129256667377
6.666748223802616,3.905707914021154,5.5090441510138,12.704151215641485,6.871240198904756,89.19010267307856,18.490031311744822,1.1760561490736268,6.433426080167912,2.0361577204814023
10.259600710945993,6.259700571652106,5.915363485879915,5.503269003390212,4.632334793889642,89.2929262487948,7.729475562765378,5.5971950728496624,5.908671403799572,14.107763141703545
8.063087558916866,3.907168349181251,9.719733501007733,12.08400333579386,4.77134978405853,89.1901784349992,6.235047937804268,3.9181374040817953,3.0186205928219505,4.784641339437743
12.994283513788545,3.7518480349659487,6.127998251447525,16.785833516544894,17.47189058645808,90.10861921857438,19.271130253789188,3.229532070154609,5.452367757298123,4.732014567721798
9.50137559688894,2.972197984927708,7.13598619343383,7.358148807130354,2.996203544051951,89.75291014190321,17.904506325224727,4.374663490028266,4.203532613514085,2.2194114504449285
10.386885570666536,1.9448242133323188,6.349432486504647,4.384946000869694,7.914661575264058,89.14664089489784,8.018822517047028,2.830162454289645,3.924704618026448,0.7657915859967463
9.789374020046889,3.023658400909836,5.629266063407488,12.12192246103096,3.8493556498529817,90.04626184845405,7.098276576344916,6.023895922337241,10.025362853430837,2.465285292160752
17.587457811711168,2.2717837434285766,1.1509271640727674,14.068188322132047,5.2690363765900665,90.782531065814,18.414165941598924,8.140087327878172,11.790523550819184,6.013667565087965
11.871194916747177,4.6665820458191325,5.266880093489188,12.240717757304303,3.949306058828159,89.23911682171196,18.769372731828362,5.179307609582512,14.164921567955401,3.563157986043976
12.655979376547013,1.2471043107014457,5.200403245354998,6.129164882719492,3.60677898299382,89.21910386186146,14.723114986895272,5.739393888536742,20.021120626364738,3.386621663319469
9.688784568163221,3.21840306208326,4.191018303591588,7.0133436391580535,4.708031078430379,90.41520022015743,12.051822285049127,1.5018520005202722,7.608176142865299,4.604452726775301
9.361045106031144,3.3105980242161137,2.644354934655515,7.911776535968372,11.444980343276336,89.1580843455682,4.627003276467094,7.562926238868406,7.3134585333606426,11.570183997165985
6.735174919651343,1.8583801636006108,7.662482374408702,13.567154828690883,4.7775930638456385,79.6669240767248,19.050810202630593,2.6224084679591937,4.440351999494722,2.4144809887171763
3.0925512858078656,2.6335176026801834,4.350675045072435,11.76421963730687,1.4595515599609346,90.15981592916431,18.689804948071504,1.526805351989326,12.798434613752839,0.8187385177315245
8.264691613579796,4.045207354967651,2.550382168572376,13.084568876927595,3.7239754525041837,91.08085094314184,6.203819029407782,5.845505600031804,4.83604323886646,4.124135702155079
7.286952665699844,3.7650171679266102,5.322390736067495,13.844410254603266,5.041885829837794,89.58854604734718,8.09379245955516,4.711095242069304,4.343489583763821,4.853402784184475
15.153422003728469,2.961202100676518,3.597487457138424,15.73621654402439,4.6669445145700665,89.26799316556303,6.9072220602258,5.526584678437282,12.789475966112173,33.602518397141914
